Date,Open,High,Low,Close,Adj Close,Volume
1/2/2018,6366.083008,6445.910156,6326.092773,6339.237793,6339.237793,52168200
1/3/2018,6341.270996,6342.190918,6220.694824,6251.479004,6251.479004,48866400
1/4/2018,6257.716797,6292.320801,6233.937012,6292.320801,6292.320801,57864900
1/5/2018,6279.457031,6353.737793,6278.724121,6353.737793,6353.737793,74223700
1/8/2018,6354.361816,6385.403809,6349.041992,6385.403809,6385.403809,66702400
1/9/2018,6393.874023,6402.744141,6351.23291,6373.144043,6373.144043,66932000
1/10/2018,6380.917969,6412.028809,6355.219238,6371.173828,6371.173828,70066900
1/11/2018,6375.030762,6386.338867,6344.040039,6386.338867,6386.338867,117346700
1/12/2018,6391.466797,6409.174805,6359.832031,6370.064941,6370.064941,86340200
1/15/2018,6379.073242,6390.88916,6361.609863,6382.194824,6382.194824,73531200
1/16/2018,6386.216797,6429.691895,6381.310059,6429.691895,6429.691895,81954500
1/17/2018,6429.772949,6452.506836,6420.060059,6444.518066,6444.518066,86927700
1/18/2018,6456.898926,6483.269043,6452.054199,6472.666016,6472.666016,111698100
1/19/2018,6483.833008,6490.895996,6443.009766,6490.895996,6490.895996,70168900
1/22/2018,6495.383789,6529.201172,6484.121094,6500.528809,6500.528809,87812600
1/23/2018,6538.013184,6635.333984,6537.078125,6635.333984,6635.333984,85330100
1/24/2018,6635.758789,6641.172852,6588.625,6615.492188,6615.492188,116046200
1/25/2018,6629.368164,6636.585938,6581.672852,6615.328125,6615.328125,121967500
1/26/2018,6616.125977,6677.366211,6615.866211,6660.618164,6660.618164,102507800
1/29/2018,6672.990234,6686.347168,6634.888184,6680.619141,6680.619141,99262500
1/30/2018,6666.827148,6675.759766,6546.645996,6575.492188,6575.492188,99970800
1/31/2018,6547.986816,6627.834961,6522.661133,6605.630859,6605.630859,113846700
2/1/2018,6625.354004,6658.876953,6598.458984,6598.458984,6598.458984,119722100
2/2/2018,6638.163086,6655.612793,6621.442871,6628.819824,6628.819824,88106200
2/5/2018,6556.679199,6612.451172,6522.544922,6589.674805,6589.674805,97541600
2/6/2018,6505.192871,6519.291016,6426.76416,6478.542969,6478.542969,139033900
2/7/2018,6525.562988,6582.51123,6512.071777,6534.869141,6534.869141,117224500
2/8/2018,6543.625,6549.179199,6519.094238,6544.633789,6544.633789,106322700
2/9/2018,6491.286133,6505.522949,6460.643066,6505.522949,6505.522949,95625500
2/12/2018,6508.051758,6531.560059,6498.687988,6523.454102,6523.454102,118793800
2/13/2018,6545,6595.895996,6544.671875,6578.178223,6578.178223,102882100
2/14/2018,6577.11084,6599.311035,6572.499023,6594.400879,6594.400879,77060800
2/15/2018,6615.903809,6624.626953,6583.186035,6591.582031,6591.582031,85432100
2/16/2018,null,null,null,null,null,null
2/19/2018,6610.73291,6689.287109,6607.907227,6689.287109,6689.287109,96729300
2/20/2018,6687.230957,6693.46582,6625.742188,6662.875977,6662.875977,129364100
2/21/2018,6649.179199,6665.893066,6614.233887,6643.399902,6643.399902,179201300
2/22/2018,6646.347168,6648.751953,6586.311035,6593.060059,6593.060059,107066100
2/23/2018,6608.53418,6659.26123,6608.53418,6619.804199,6619.804199,93737300
2/26/2018,6615.374023,6624.02002,6554.672852,6554.672852,6554.672852,97778800
2/27/2018,6573.695801,6598.925781,6562.839844,6598.925781,6598.925781,107099600
2/28/2018,6595.859863,6609.403809,6564.481934,6597.217773,6597.217773,97106200
3/1/2018,6605.313965,6630.128906,6596.87207,6606.053223,6606.053223,92351900
3/2/2018,6597.709961,6597.709961,6561.044922,6582.315918,6582.315918,82306900
3/5/2018,6594.516113,6607.165039,6543.661133,6550.592773,6550.592773,77760400
3/6/2018,6577.179199,6589.721191,6492.951172,6500.11084,6500.11084,77769000
3/7/2018,6500.963867,6516.888184,6346.665039,6368.26709,6368.26709,108599800
3/8/2018,6410.708984,6443.059082,6371.972168,6443.020996,6443.020996,87324300
3/9/2018,6448.193848,6459.030762,6382.893066,6433.321777,6433.321777,73609100
3/12/2018,6459.320801,6500.686035,6459.320801,6500.686035,6500.686035,76177600
3/13/2018,6497.463867,6501.130859,6399.391113,6412.846191,6412.846191,82608900
3/14/2018,6410.888184,6412.746094,6363.630859,6382.623047,6382.623047,86246600
3/15/2018,6366.930176,6372.091797,6316.209961,6321.903809,6321.903809,82187500
3/16/2018,6323.413086,6328.789063,6236.23877,6304.952148,6304.952148,88297100
3/19/2018,6315.332031,6319.651855,6277.758789,6289.571777,6289.571777,77658600
3/20/2018,6266.581055,6271.716797,6207.167969,6243.577148,6243.577148,76662600
3/21/2018,6260.185059,6315.066895,6260.066895,6312.831055,6312.831055,89583500
3/22/2018,6331.97998,6351.308105,6252.975098,6254.074219,6254.074219,77992400
