Country,Date,Open,High,Low,Close,Adj Close,Volume
GBR,12/4/19,3971.649902,3990.919922,3963.560059,3990.919922,3990.919922,108411300
GBR,12/5/19,3990.919922,3994.98999,3965.929932,3969.840088,3969.840088,112778400
GBR,12/6/19,3969.840088,4023.209961,3969.840088,4023.209961,4023.209961,91246500
GBR,12/9/19,4023.209961,4028.23999,4010.139893,4020.330078,4020.330078,118447700
GBR,12/10/19,4020.330078,4020.590088,3970.98999,4006.120117,4006.120117,121484000
GBR,12/11/19,4006.120117,4022.719971,3990.159912,4003.030029,4003.030029,133332000
GBR,12/12/19,4003.030029,4048.719971,4002.959961,4033.409912,4033.409912,129248300
GBR,12/13/19,4033.409912,4133.930176,4019.149902,4095.030029,4095.030029,292982400
GBR,12/16/19,4095.030029,4198.5,4094.939941,4183.970215,4183.970215,175944900
GBR,12/17/19,4183.970215,4184.120117,4164.509766,4179.540039,4179.540039,163879600
GBR,12/18/19,4179.540039,4193.850098,4174.640137,4186.140137,4186.140137,113737000
GBR,12/19/19,4186.140137,4201.660156,4178.27002,4200.870117,4200.870117,109005200
GBR,12/20/19,4200.870117,4212.220215,4194.959961,4206.27002,4206.27002,190723000
GBR,12/23/19,4206.27002,4233.890137,4197.430176,4230.509766,4230.509766,81180400
GBR,12/24/19,4230.509766,4240.089844,4223.470215,4239.279785,4239.279785,29278000
GBR,12/27/19,4239.279785,4254.560059,4234.640137,4247.589844,4247.589844,54890500
GBR,12/30/19,4247.589844,4247.589844,4217.819824,4217.819824,4217.819824,57773400
GBR,12/31/19,4217.819824,4218.029785,4192.77002,4196.470215,4196.470215,34536100
GBR,1/2/20,4196.470215,4238.709961,4196.470215,4231.660156,4231.660156,79364400
GBR,1/3/20,4231.660156,4236.910156,4200.870117,4235.649902,4235.649902,83366200
GBR,1/6/20,4235.649902,4235.649902,4184.390137,4206.970215,4206.970215,90224600
GBR,1/7/20,4206.930176,4223.569824,4202.080078,4209.339844,4209.339844,97139500
GBR,1/8/20,4209.339844,4209.339844,4180.779785,4203.439941,4203.439941,153569300
GBR,1/9/20,4203.439941,4227.870117,4203.439941,4213.77002,4213.77002,147004900
GBR,1/10/20,4213.77002,4230.580078,4206.549805,4206.720215,4206.720215,123696400
GBR,1/13/20,4206.720215,4235.370117,4206.419922,4225.779785,4225.779785,113700200
