Country,Date,Open,High,Low,Close,Adj Close,Volume
AUS,1/2/2018,6023.299805,6032.299805,5995.5,6020.399902,6020.399902,0
AUS,1/3/2018,6020.399902,6041.299805,6020.399902,6029.600098,6029.600098,0
AUS,1/4/2018,6029.600098,6060.899902,6028.600098,6036.700195,6036.700195,0
AUS,1/5/2018,6036.700195,6083.799805,6036.700195,6081.299805,6081.299805,0
AUS,1/8/2018,6081.299805,6101.700195,6081.299805,6089,6089,0
AUS,1/9/2018,6089,6107.799805,6089,6094.100098,6094.100098,0
AUS,1/10/2018,6094.100098,6108.200195,6055.899902,6056,6056,0
AUS,1/11/2018,6056,6056.399902,6013.5,6026.799805,6026.799805,0
AUS,1/12/2018,6026.799805,6045,6026.799805,6029.299805,6029.299805,0
AUS,1/15/2018,6029.299805,6062.399902,6029.299805,6037.899902,6037.899902,0
AUS,1/16/2018,6037.899902,6039.399902,6005,6012.200195,6012.200195,0
AUS,1/17/2018,6012.200195,6012.200195,5977.700195,5980.5,5980.5,0
AUS,1/18/2018,5980.5,5999.799805,5978.799805,5978.799805,5978.799805,0
AUS,1/19/2018,5978.799805,5992.899902,5966.700195,5970,5970,0
AUS,1/22/2018,5970,5982.200195,5956.299805,5956.299805,5956.299805,0
AUS,1/23/2018,5956.299805,6004.600098,5956.299805,6000.700195,6000.700195,0
AUS,1/24/2018,6000.700195,6029.5,6000.100098,6018.200195,6018.200195,0
AUS,1/25/2018,6018.200195,6019.700195,5993.600098,6014.200195,6014.200195,0
AUS,1/29/2018,6014.200195,6053,6014.200195,6038.899902,6038.899902,0
AUS,1/30/2018,6038.899902,6038.899902,5979.899902,5986.100098,5986.100098,0
AUS,1/31/2018,5986.100098,6005.399902,5956.200195,5999.5,5999.5,0
AUS,2/1/2018,5999.5,6054.5,5999.5,6051.299805,6051.299805,0
AUS,2/2/2018,6051.299805,6081.700195,6039.100098,6081.700195,6081.700195,0
AUS,2/5/2018,6081.700195,6081.700195,5973.299805,5985.399902,5985.399902,0
AUS,2/6/2018,5985.399902,5985.399902,5757.200195,5794,5794,0
AUS,2/7/2018,5794,5899.5,5794,5839.399902,5839.399902,0
AUS,2/8/2018,5839.399902,5855.299805,5802.200195,5852.399902,5852.399902,0
AUS,2/9/2018,5852.399902,5852.399902,5748.700195,5799.5,5799.5,0
AUS,2/12/2018,5799.5,5801.299805,5753.5,5781.5,5781.5,0
AUS,2/13/2018,5781.5,5821,5776.700195,5816.399902,5816.399902,0
AUS,2/14/2018,5816.399902,5828.299805,5791.5,5801.600098,5801.600098,0
AUS,2/15/2018,5801.600098,5873.100098,5801.600098,5869.200195,5869.200195,0
AUS,2/16/2018,5869.200195,5898.100098,5863.799805,5865.200195,5865.200195,0
AUS,2/19/2018,5865.600098,5910.200195,5852.200195,5902.200195,5902.200195,8762000
AUS,2/20/2018,5902.200195,5903.299805,5874.799805,5901.899902,5901.899902,0
AUS,2/21/2018,5901.899902,5916.600098,5881.899902,5905.100098,5905.100098,0
AUS,2/22/2018,5905.100098,5933.399902,5890.100098,5912.5,5912.5,0
AUS,2/23/2018,5912.5,5964.5,5912.5,5961.200195,5961.200195,0
AUS,2/26/2018,5961.200195,6003.200195,5961.200195,6003.200195,6003.200195,0
AUS,2/27/2018,6003.200195,6042.899902,6003.200195,6017.399902,6017.399902,0
AUS,2/28/2018,6017.399902,6017.399902,5973.899902,5977.799805,5977.799805,0
AUS,3/1/2018,5977.799805,5977.799805,5921.100098,5936.600098,5936.600098,0
AUS,3/2/2018,5936.600098,5936.600098,5866.100098,5892.100098,5892.100098,0
AUS,3/5/2018,5892.100098,5892.100098,5850.100098,5858.200195,5858.200195,45495100
AUS,3/6/2018,5858.200195,5940.200195,5858.200195,5924.100098,5924.100098,0
AUS,3/7/2018,5924.100098,5924.100098,5859.399902,5865.899902,5865.899902,0
AUS,3/8/2018,5865.899902,5905.799805,5859.899902,5905.799805,5905.799805,0
AUS,3/9/2018,5905.799805,5940.700195,5905.200195,5925.700195,5925.700195,0
AUS,3/12/2018,5933.5,5987.600098,5933.5,5958.200195,5958.200195,0
AUS,3/13/2018,5958.200195,5958.200195,5912.700195,5936.700195,5936.700195,0
AUS,3/14/2018,5936.700195,5936.700195,5886.200195,5899.100098,5899.100098,0
AUS,3/15/2018,5899.100098,5899.100098,5870.200195,5884.799805,5884.799805,0
AUS,3/16/2018,5884.799805,5915.399902,5884.799805,5912.5,5912.5,0
AUS,3/19/2018,5912.5,5944.799805,5896.799805,5922,5922,0
AUS,3/20/2018,5922,5922,5878.5,5899.100098,5899.100098,0
AUS,3/21/2018,5899.100098,5925.5,5897.899902,5912.899902,5912.899902,0
AUS,3/22/2018,5912.899902,5920.799805,5873.200195,5900.299805,5900.299805,0
AUS,3/23/2018,5900.299805,5900.299805,5773.100098,5785.5,5785.5,0
AUS,3/26/2018,5785.5,5785.5,5738.600098,5756.299805,5756.299805,0
AUS,3/27/2018,5756.299805,5802.899902,5756.299805,5798.399902,5798.399902,0
AUS,3/28/2018,5798.399902,5798.399902,5747.899902,5755.200195,5755.200195,0
AUS,3/29/2018,5755.200195,5768.799805,5718.399902,5725.100098,5725.100098,0
AUS,4/3/2018,5725.100098,5731.100098,5691.100098,5717.399902,5717.399902,0
AUS,4/4/2018,5717.399902,5728.700195,5694,5725.200195,5725.200195,0
AUS,4/5/2018,5725.200195,5768.600098,5725.200195,5751.299805,5751.299805,0
AUS,4/6/2018,5751.299805,5761.200195,5724.5,5750.700195,5750.700195,0
AUS,4/9/2018,5750.700195,5777.299805,5733,5770,5770,0
AUS,4/10/2018,5770,5817.799805,5747.700195,5817.299805,5817.299805,0
AUS,4/11/2018,5817.299805,5824.200195,5787.100098,5790.5,5790.5,0
AUS,4/12/2018,5790.5,5799.5,5764.299805,5777.399902,5777.399902,0
AUS,4/13/2018,5777.5,5805.799805,5777.5,5790.299805,5790.299805,0
AUS,4/16/2018,5790.299805,5827.200195,5790.299805,5801,5801,0
AUS,4/17/2018,5801,5830.5,5801,5801.799805,5801.799805,0
AUS,4/18/2018,5801.799805,5825.299805,5801.799805,5822.299805,5822.299805,0
AUS,4/19/2018,5822.299805,5862.799805,5822.299805,5841.5,5841.5,0
AUS,4/20/2018,5841.5,5847,5823.5,5829.700195,5829.700195,0
AUS,4/23/2018,5829.700195,5853.100098,5829.700195,5844.700195,5844.700195,0
AUS,4/24/2018,5844.700195,5885.600098,5838.5,5878.799805,5878.799805,0
AUS,4/26/2018,5878.899902,5896.100098,5861.600098,5869,5869,0
AUS,4/27/2018,5869,5910.799805,5869,5910.799805,5910.799805,0
AUS,4/30/2018,5910.799805,5947.700195,5903.100098,5939.700195,5939.700195,0
AUS,5/1/2018,5939.700195,5977.299805,5935.700195,5970.600098,5970.600098,0
AUS,5/2/2018,5970.600098,6009.299805,5965.399902,6006,6006,0
AUS,5/3/2018,6006,6064.5,6006,6053.600098,6053.600098,0
AUS,5/4/2018,6053.600098,6064.799805,6018.200195,6019.899902,6019.899902,0
AUS,5/7/2018,6020.100098,6066.399902,6020.100098,6041.200195,6041.200195,0
AUS,5/8/2018,6041.200195,6067.299805,6041.200195,6049.100098,6049.100098,0
AUS,5/9/2018,6049.100098,6068.700195,6040.899902,6065.399902,6065.399902,0
AUS,5/10/2018,6065.399902,6101.700195,6065.399902,6075.899902,6075.899902,0
AUS,5/11/2018,6075.899902,6097.600098,6073.700195,6073.700195,6073.700195,0
AUS,5/14/2018,6073.700195,6091.899902,6067.799805,6091.799805,6091.799805,0
AUS,5/15/2018,6091.799805,6103.399902,6055.399902,6055.399902,6055.399902,0
AUS,5/16/2018,6055.399902,6086.200195,6052.100098,6064.399902,6064.399902,0
AUS,5/17/2018,6064.399902,6077.399902,6036.5,6052.799805,6052.799805,0
AUS,5/18/2018,6052.799805,6069,6038.700195,6046.600098,6046.600098,0
AUS,5/21/2018,6046.600098,6054.700195,6030.5,6044.600098,6044.600098,0
AUS,5/22/2018,6044.600098,6044.600098,5991.100098,6003.799805,6003.799805,0
AUS,5/23/2018,6003.799805,6018.399902,5988.899902,5995.100098,5995.100098,0
AUS,5/24/2018,5995.100098,6002.200195,5975.200195,5999.600098,5999.600098,0
AUS,5/25/2018,5999.600098,6001.399902,5979.200195,5995.5,5995.5,0
AUS,5/28/2018,5995.5,5995.5,5957.399902,5967.100098,5967.100098,0
AUS,5/29/2018,5967.100098,5988,5958.899902,5976.5,5976.5,0
AUS,5/30/2018,5976.5,5976.5,5927.600098,5948.600098,5948.600098,0
AUS,5/31/2018,5948.600098,5987.600098,5948.600098,5975.600098,5975.600098,0
AUS,6/1/2018,5975.600098,5975.600098,5936.799805,5954.200195,5954.200195,0
AUS,6/4/2018,5954.200195,6001.600098,5954.200195,5989.399902,5989.399902,0
AUS,6/5/2018,5989.399902,5989.399902,5947.600098,5959.799805,5959.799805,0
AUS,6/6/2018,5959.799805,5989.899902,5959.799805,5989,5989,0
AUS,6/7/2018,5989,6032.899902,5989,6019.5,6019.5,0
AUS,6/8/2018,6019.5,6022.700195,6003.899902,6007.399902,6007.399902,0
AUS,6/12/2018,6007.399902,6025.200195,6003.5,6015.600098,6015.600098,0
AUS,6/13/2018,6015.600098,6015.600098,5973.200195,5985.5,5985.5,0
AUS,6/14/2018,5985.5,5996,5969.799805,5979.799805,5979.799805,0
AUS,6/15/2018,5979.799805,6061.700195,5979.799805,6056.399902,6056.399902,0
AUS,6/18/2018,6056.399902,6075.5,6047.399902,6065.299805,6065.299805,0
AUS,6/19/2018,6065.299805,6107.399902,6062.5,6062.5,6062.5,0
AUS,6/20/2018,6062.5,6131.200195,6062.5,6131.200195,6131.200195,0
AUS,6/21/2018,6131.200195,6206.700195,6131.200195,6189.899902,6189.899902,0
AUS,6/22/2018,6189.899902,6200.799805,6174.700195,6182.399902,6182.399902,0
AUS,6/25/2018,6182.799805,6207.600098,6162.100098,6168,6168,0
AUS,6/26/2018,6168,6168,6119.200195,6155.100098,6155.100098,0
AUS,6/27/2018,6155.100098,6173.600098,6147.200195,6153.399902,6153.399902,0
AUS,6/28/2018,6153.399902,6175,6135.799805,6171.399902,6171.399902,0
AUS,6/29/2018,6171.399902,6188.5,6152.299805,6152.299805,6152.299805,0
AUS,7/2/2018,6152.299805,6177.200195,6135.299805,6135.600098,6135.600098,0
AUS,7/3/2018,6135.600098,6174.299805,6135.600098,6166.5,6166.5,0
AUS,7/4/2018,6166.5,6170,6130.899902,6139.5,6139.5,0
AUS,7/5/2018,6139.5,6172.899902,6138.200195,6170,6170,0
AUS,7/6/2018,6170,6226.200195,6170,6225.100098,6225.100098,0
AUS,7/9/2018,6225.100098,6253.399902,6225.100098,6238.299805,6238.299805,0
AUS,7/10/2018,6238.299805,6258.399902,6211.299805,6211.5,6211.5,0
AUS,7/11/2018,6211.5,6211.5,6164.299805,6169.700195,6169.700195,0
AUS,7/12/2018,6169.700195,6231.100098,6164.100098,6219.899902,6219.899902,0
AUS,7/13/2018,6219.899902,6238.200195,6203.100098,6220.299805,6220.299805,0
AUS,7/16/2018,6219.5,6227.5,6187.200195,6193,6193,0
AUS,7/17/2018,6193,6193,6151.899902,6155.299805,6155.299805,0
AUS,7/18/2018,6155.299805,6208,6155.299805,6196.5,6196.5,0
AUS,7/19/2018,6196.5,6225.600098,6195,6215.100098,6215.100098,0
AUS,7/20/2018,6215.100098,6249.299805,6207.399902,6238,6238,0
AUS,7/23/2018,6238,6238,6178.100098,6180.399902,6180.399902,0
AUS,7/24/2018,6180.399902,6220.700195,6180.399902,6217.399902,6217.399902,0
AUS,7/25/2018,6217.399902,6228.600098,6192.5,6200.600098,6200.600098,0
AUS,7/26/2018,6200.600098,6204.799805,6168.200195,6197.399902,6197.399902,0
AUS,7/27/2018,6197.399902,6254.299805,6197.399902,6252.299805,6252.299805,0
AUS,7/30/2018,6249.200195,6252.299805,6213.100098,6230.799805,6230.799805,0
AUS,7/31/2018,6230.799805,6250.600098,6224.100098,6232.299805,6232.299805,0
AUS,8/1/2018,6232.299805,6245.100098,6221.899902,6227.700195,6227.700195,0
AUS,8/2/2018,6227.700195,6229.299805,6193.700195,6193.700195,6193.700195,0
AUS,8/3/2018,6193.700195,6222,6185,6188.399902,6188.399902,0
AUS,8/6/2018,6188.399902,6235.899902,6188.399902,6224.100098,6224.100098,0
AUS,8/7/2018,6224.100098,6224.100098,6195.899902,6204.799805,6204.799805,0
AUS,8/8/2018,6204.799805,6229.5,6204.799805,6219.5,6219.5,0
AUS,8/9/2018,6219.5,6263.100098,6209.5,6247.600098,6247.600098,0
AUS,8/10/2018,6247.600098,6256.899902,6227.5,6228.399902,6228.399902,0
AUS,8/13/2018,6228.200195,6229.700195,6190.299805,6202.200195,6202.200195,0
AUS,8/14/2018,6202.200195,6256.700195,6202.200195,6248.399902,6248.399902,0
AUS,8/15/2018,6248.399902,6278,6224.600098,6278,6278,0
AUS,8/16/2018,6278,6278.799805,6231.899902,6276.100098,6276.100098,0
AUS,8/17/2018,6276.100098,6296.299805,6265.600098,6287.600098,6287.600098,0
AUS,8/20/2018,6286.899902,6306.200195,6286.899902,6293.5,6293.5,0
AUS,8/21/2018,6293.5,6294.299805,6228.200195,6236.399902,6236.399902,0
AUS,8/22/2018,6236.399902,6236.399902,6202.100098,6219.100098,6219.100098,0
AUS,8/23/2018,6219.100098,6229,6196.600098,6198.899902,6198.899902,0
AUS,8/24/2018,6198.899902,6227.100098,6192.5,6201.299805,6201.299805,0
AUS,8/27/2018,6201.299805,6223.100098,6185.5,6222.5,6222.5,0
AUS,8/28/2018,6222.5,6271.399902,6222.5,6257.299805,6257.299805,0
AUS,8/29/2018,6257.299805,6303.899902,6255.799805,6303.899902,6303.899902,0
AUS,8/30/2018,6303.899902,6324.100098,6299.200195,6302.399902,6302.399902,0
AUS,8/31/2018,6302.399902,6306,6271.299805,6271.299805,6271.299805,0
AUS,9/3/2018,6271.299805,6285.100098,6262.100098,6262.100098,6262.100098,0
AUS,9/4/2018,6262.100098,6266.100098,6228.200195,6244.700195,6244.700195,0
AUS,9/5/2018,6244.700195,6244.700195,6183.299805,6183.299805,6183.299805,0
AUS,9/6/2018,6183.299805,6183.299805,6104,6114.100098,6114.100098,0
AUS,9/7/2018,6114.100098,6114.100098,6056.600098,6097.600098,6097.600098,0
AUS,9/10/2018,6097.600098,6106.5,6078,6096,6096,0
AUS,9/11/2018,6096,6135,6093.799805,6133.200195,6133.200195,0
AUS,9/12/2018,6133.200195,6134.799805,6106.700195,6129.899902,6129.899902,0
AUS,9/13/2018,6129.899902,6129.899902,6083.100098,6085,6085,0
AUS,9/14/2018,6085,6128.700195,6085,6121,6121,0
AUS,9/17/2018,6120.200195,6147,6098.100098,6139.5,6139.5,0
AUS,9/18/2018,6139.5,6139.5,6103.600098,6115.600098,6115.600098,0
AUS,9/19/2018,6115.600098,6150.600098,6115.600098,6143.200195,6143.200195,0
AUS,9/20/2018,6143.200195,6149.799805,6117.399902,6123.200195,6123.200195,0
AUS,9/21/2018,6123.200195,6162.899902,6123.200195,6149.799805,6149.799805,0
AUS,9/24/2018,6149.799805,6150.5,6123.899902,6142.399902,6142.399902,0
AUS,9/25/2018,6142.399902,6147.600098,6122.600098,6141.100098,6141.100098,0
AUS,9/26/2018,6141.100098,6165.899902,6138.5,6148.200195,6148.200195,0
AUS,9/27/2018,6148.200195,6153,6136.399902,6137.700195,6137.700195,0
AUS,9/28/2018,6137.700195,6189.799805,6137.700195,6164.100098,6164.100098,0
AUS,10/1/2018,6164.100098,6164.100098,6113.299805,6131.100098,6131.100098,0
AUS,10/2/2018,6131.100098,6139.100098,6078.5,6085.600098,6085.600098,0
AUS,10/3/2018,6085.600098,6110.5,6085.600098,6105.399902,6105.399902,0
AUS,10/4/2018,6105.399902,6153.5,6105.399902,6135.100098,6135.100098,0
AUS,10/5/2018,6135.100098,6156.5,6119.700195,6143.299805,6143.299805,0
AUS,10/8/2018,6135.399902,6135.399902,6059.799805,6059.799805,6059.799805,0
AUS,10/9/2018,6059.799805,6061.299805,5992.899902,5999.600098,5999.600098,0
AUS,10/10/2018,5999.600098,6016.200195,5981.899902,6008.299805,6008.299805,0
AUS,10/11/2018,6008.299805,6008.299805,5842.299805,5842.299805,5842.299805,0
AUS,10/12/2018,5842.299805,5862.700195,5805.600098,5854.799805,5854.799805,0
AUS,10/15/2018,5854.799805,5854.799805,5757.100098,5797.100098,5797.100098,0
AUS,10/16/2018,5828.600098,5843.100098,5797.100098,5828.600098,5828.600098,0
AUS,10/17/2018,5828.600098,5898.799805,5828.600098,5897.799805,5897.799805,0
AUS,10/18/2018,5897.799805,5901.299805,5874,5901.100098,5901.100098,0
AUS,10/19/2018,5901.100098,5901.100098,5842.5,5896.799805,5896.799805,0
AUS,10/22/2018,5896.799805,5896.799805,5845.799805,5862.600098,5862.600098,0
AUS,10/23/2018,5862.600098,5863,5800.899902,5800.899902,5800.899902,0
AUS,10/24/2018,5800.899902,5813.899902,5776.600098,5785.799805,5785.799805,0
AUS,10/25/2018,5785.799805,5785.799805,5621.799805,5621.799805,5621.799805,0
AUS,10/26/2018,5621.799805,5658.200195,5583.600098,5623.399902,5623.399902,0
AUS,10/29/2018,5623.399902,5690.899902,5623.399902,5681.899902,5681.899902,0
AUS,10/30/2018,5681.899902,5756.600098,5645.299805,5756.600098,5756.600098,0
AUS,10/31/2018,5756.600098,5782.899902,5742.899902,5782.899902,5782.899902,0
AUS,11/1/2018,5782.899902,5829.5,5774.899902,5794.799805,5794.799805,0
AUS,11/2/2018,5794.799805,5804.899902,5765,5804.899902,5804.899902,0
AUS,11/5/2018,5804.899902,5812.700195,5774,5774,5774,0
AUS,11/6/2018,5774,5831.799805,5774,5829.799805,5829.799805,0
AUS,11/7/2018,5829.799805,5852.399902,5800.799805,5852.399902,5852.399902,0
AUS,11/8/2018,5852.399902,5891,5852.399902,5884,5884,0
AUS,11/9/2018,5884,5888.700195,5852.700195,5878.399902,5878.399902,0
AUS,11/12/2018,5878.399902,5895.799805,5841.200195,5895.799805,5895.799805,0
AUS,11/13/2018,5895.799805,5895.799805,5780.299805,5790.100098,5790.100098,0
AUS,11/14/2018,5790.100098,5793.100098,5685,5688.899902,5688.899902,0
AUS,11/15/2018,5688.899902,5709.200195,5643.299805,5691.100098,5691.100098,0
AUS,11/16/2018,5691.100098,5712.799805,5682.700195,5687,5687,0
AUS,11/19/2018,5687,5687.700195,5640.399902,5651.5,5651.5,0
AUS,11/20/2018,5651.5,5651.5,5593.799805,5628.700195,5628.700195,0
AUS,11/21/2018,5628.700195,5628.700195,5551.100098,5598.399902,5598.399902,0
AUS,11/22/2018,5598.399902,5650.200195,5598.399902,5646.600098,5646.600098,0
AUS,11/23/2018,5646.600098,5678.399902,5634.200195,5670.799805,5670.799805,0
AUS,11/26/2018,5670.799805,5670.799805,5611,5627,5627,0
AUS,11/27/2018,5626.200195,5680.700195,5624.799805,5680.700195,5680.700195,0
AUS,11/28/2018,5680.700195,5689.799805,5659.299805,5677.200195,5677.200195,0
AUS,11/29/2018,5677.200195,5730.200195,5677.200195,5711.100098,5711.100098,0
AUS,11/30/2018,5711.100098,5711.100098,5623.700195,5623.700195,5623.700195,0
AUS,12/3/2018,5623.700195,5727.399902,5623.700195,5727.399902,5727.399902,0
AUS,12/4/2018,5727.399902,5727.399902,5668.899902,5668.899902,5668.899902,0
AUS,12/5/2018,5668.899902,5668.899902,5567,5623.799805,5623.799805,0
AUS,12/6/2018,5623.799805,5623.799805,5577.5,5612.700195,5612.700195,0
AUS,12/7/2018,5612.700195,5659.600098,5608.600098,5635,5635,0
AUS,12/10/2018,5635,5635,5504.700195,5507.799805,5507.799805,0
AUS,12/11/2018,5510.5,5541.899902,5506.5,5529.799805,5529.799805,0
AUS,12/12/2018,5529.799805,5607.600098,5529.799805,5606.200195,5606.200195,0
AUS,12/13/2018,5606.200195,5635,5590.600098,5615.299805,5615.299805,0
AUS,12/14/2018,5615.299805,5618.799805,5543.5,5556.799805,5556.799805,0
AUS,12/17/2018,5556.799805,5618.5,5539.700195,5611.5,5611.5,0
AUS,12/18/2018,5611.5,5611.5,5530.700195,5542.899902,5542.899902,0
AUS,12/19/2018,5542.899902,5542.899902,5508.700195,5533.600098,5533.600098,0
AUS,12/20/2018,5533.600098,5539.100098,5458.5,5458.5,5458.5,0
AUS,12/21/2018,5458.5,5494.200195,5380.600098,5421.299805,5421.299805,0
AUS,12/24/2018,5421.299805,5450.200195,5364.600098,5446.899902,5446.899902,0
AUS,12/27/2018,5446.899902,5548,5446.899902,5548,5548,0
AUS,12/28/2018,5548,5604,5541.399902,5604,5604,0
AUS,12/31/2018,5604,5649.399902,5597,5597,5597,0
AUS,1/2/2019,5597,5603.899902,5505.5,5511.100098,5511.100098,0
AUS,1/3/2019,5511.100098,5596.5,5511.100098,5583.700195,5583.700195,0
AUS,1/4/2019,5583.700195,5583.700195,5520,5569.100098,5569.100098,0
AUS,1/7/2019,5569.100098,5664.299805,5569.100098,5632.299805,5632.299805,0
AUS,1/8/2019,5632.299805,5682,5616.600098,5671.200195,5671.200195,54163200
AUS,1/9/2019,5671.200195,5728.600098,5671.200195,5725.600098,5725.600098,0
AUS,1/10/2019,5725.600098,5742.100098,5703.799805,5742.100098,5742.100098,0
AUS,1/11/2019,5742.100098,5756.100098,5723,5723,5723,0
AUS,1/14/2019,5723,5749.5,5706,5722,5722,0
AUS,1/15/2019,5722,5762.200195,5722,5762.200195,5762.200195,0
AUS,1/16/2019,5762.200195,5783.399902,5753.200195,5783.399902,5783.399902,0
AUS,1/17/2019,5783.399902,5804.5,5779.5,5798,5798,0
AUS,1/18/2019,5798,5835.5,5798,5827.600098,5827.600098,0
AUS,1/21/2019,5827.600098,5859.299805,5827.600098,5838,5838,0
AUS,1/22/2019,5838,5838,5799.899902,5807.299805,5807.299805,0
AUS,1/23/2019,5807.299805,5809.5,5779.899902,5791.600098,5791.600098,0
AUS,1/24/2019,5792.299805,5813,5788,5812.899902,5812.899902,0
AUS,1/25/2019,5812.899902,5862.100098,5811.399902,5852.5,5852.5,0
AUS,1/29/2019,5852.5,5854.5,5809.700195,5821.5,5821.5,0
AUS,1/30/2019,5821.5,5858.899902,5813.5,5833.399902,5833.399902,0
AUS,1/31/2019,5833.399902,5859.200195,5813.299805,5813.299805,5813.299805,0
AUS,2/1/2019,5813.299805,5829.399902,5806,5811.100098,5811.100098,774994600
AUS,2/4/2019,5811.100098,5846.799805,5798.200195,5839.399902,5839.399902,0
AUS,2/5/2019,5839.399902,5982.799805,5839.399902,5950.600098,5950.600098,0
AUS,2/6/2019,5950.600098,5986.399902,5936.399902,5970.399902,5970.399902,0
AUS,2/7/2019,5970.399902,6048.299805,5970.399902,6035.5,6035.5,0
AUS,2/8/2019,6035.5,6037.299805,5997.899902,6015.100098,6015.100098,0
AUS,2/11/2019,6015.100098,6029.100098,5974.299805,6005.299805,6005.299805,0
AUS,2/12/2019,6005.299805,6036.5,5997.799805,6023.200195,6023.200195,0
AUS,2/13/2019,6023.200195,6037.899902,5998.600098,6009.399902,6009.399902,0
AUS,2/14/2019,6009.399902,6039.200195,5993.100098,6006.200195,6006.200195,0
AUS,2/15/2019,6006.200195,6022.899902,5996.299805,6013.399902,6013.399902,0
AUS,2/18/2019,6013.399902,6062,6013.399902,6037.100098,6037.100098,0
AUS,2/19/2019,6037.100098,6065.5,6029,6053.200195,6053.200195,0
AUS,2/20/2019,6053.200195,6073,6026.5,6044.600098,6044.600098,0
AUS,2/21/2019,6044.600098,6100.299805,6032.299805,6086.399902,6086.399902,0
AUS,2/22/2019,6086.399902,6122.200195,6073.5,6113.899902,6113.899902,0
AUS,2/25/2019,6113.899902,6138,6106.5,6133.700195,6133.700195,0
AUS,2/26/2019,6133.700195,6133.700195,6055.200195,6077,6077,0
AUS,2/27/2019,6077,6104.299805,6076.799805,6099.200195,6099.200195,0
AUS,2/28/2019,6099.200195,6121.299805,6084.700195,6117.600098,6117.600098,0
AUS,3/1/2019,6117.600098,6156.600098,6113.5,6139.799805,6139.799805,0
AUS,3/4/2019,6139.799805,6186.399902,6139.799805,6164.5,6164.5,0
AUS,3/5/2019,6164.5,6164.5,6122.799805,6145.899902,6145.899902,0
AUS,3/6/2019,6145.899902,6191.899902,6145.899902,6191.200195,6191.200195,0
AUS,3/7/2019,6191.200195,6215.5,6189.299805,6208.700195,6208.700195,0
AUS,3/8/2019,6208.700195,6208.700195,6149.899902,6150,6150,0
AUS,3/11/2019,6149.100098,6149.100098,6120,6128.100098,6128.100098,0
AUS,3/12/2019,6128.100098,6169.600098,6123.100098,6123.100098,6123.100098,0
AUS,3/13/2019,6123.100098,6123.100098,6077.100098,6109.899902,6109.899902,0
AUS,3/14/2019,6109.899902,6130.299805,6103.100098,6128.700195,6128.700195,0
